ID_0,ISO,NAME_0,ID_1,NAME_1,ID_2,NAME_2,ID_3,NAME_3,TYPE_3,ENGTYPE_3,pbs_name
171,PAK,Pakistan,8,Sind,27,Hyderabad,117,Hyderabad District,District,District,HYDERABAD DISTRICT
171,PAK,Pakistan,8,Sind,27,Hyderabad,118,Jamshoro District,District,District,JAMSHORO DISTRICT
171,PAK,Pakistan,8,Sind,27,Hyderabad,119,Matiari District,District,District,MATIARI DISTRICT
171,PAK,Pakistan,8,Sind,27,Hyderabad,120,Tando Allahyar District,District,District,TANDO ALLAHYAR DISTRICT
171,PAK,Pakistan,8,Sind,27,Hyderabad,121,Tando Muhammad Khan District,District,District,TANDO MUHAMMAD KHAN DISTRIC
171,PAK,Pakistan,8,Sind,27,Hyderabad,122,Thatta District,District,District,THATTA DISTRICT
171,PAK,Pakistan,8,Sind,28,Karachi,123,Karachi Central District,District,District,KARACHI CENTRAL DISTRICT
171,PAK,Pakistan,8,Sind,28,Karachi,124,Karachi East District,District,District,KARACHI EAST DISTRICT
171,PAK,Pakistan,8,Sind,28,Karachi,125,Karachi South District,District,District,KARACHI SOUTH DISTRICT
171,PAK,Pakistan,8,Sind,28,Karachi,126,Karachi West District,District,District,KARACHI WEST DISTRICT
171,PAK,Pakistan,8,Sind,28,Karachi,127,Malir District,District,District,MALIR DISTRICT
171,PAK,Pakistan,8,Sind,29,Larkana,128,Jacobabad District,District,District,JACOBABAD DISTRICT
171,PAK,Pakistan,8,Sind,29,Larkana,129,Kashmor District,District,District,KASHMORE DISTRICT
171,PAK,Pakistan,8,Sind,29,Larkana,130,Larkana District,District,District,LARKANA DISTRICT
171,PAK,Pakistan,8,Sind,29,Larkana,131,Shikarpur District,District,District,SHIKARPUR DISTRICT
171,PAK,Pakistan,8,Sind,30,Mirpur Khas,132,Mirpur Khas District,District,District,MIRPUR KHAS DISTRICT
171,PAK,Pakistan,8,Sind,30,Mirpur Khas,134,Sanghar District,District,District,SANGHAR DISTRICT
171,PAK,Pakistan,8,Sind,30,Mirpur Khas,135,Umer Kot District,District,District,UMER KOT DISTRICT
171,PAK,Pakistan,8,Sind,32,Sukkur,137,Ghotki District,District,District,GHOTKI DISTRICT
171,PAK,Pakistan,8,Sind,32,Sukkur,138,Khairpur District,District,District,KHAIRPUR DISTRICT
171,PAK,Pakistan,8,Sind,32,Sukkur,139,Naushahro Feroze District,District,District,NAUSHAHRO FEROZE DISTRICT
171,PAK,Pakistan,8,Sind,32,Sukkur,141,Sukkur District,District,District,SUKKUR DISTRICT
171,PAK,Pakistan,1,Azad Kashmir,1,Azad Kashmir,1,Bagh,District,District,
171,PAK,Pakistan,1,Azad Kashmir,1,Azad Kashmir,2,Bhimber,District,District,
171,PAK,Pakistan,1,Azad Kashmir,1,Azad Kashmir,3,Kotli,District,District,
171,PAK,Pakistan,1,Azad Kashmir,1,Azad Kashmir,4,Mirpur,District,District,
171,PAK,Pakistan,1,Azad Kashmir,1,Azad Kashmir,5,Muzaffarabad,District,District,
171,PAK,Pakistan,1,Azad Kashmir,1,Azad Kashmir,6,Neelum,District,District,
171,PAK,Pakistan,1,Azad Kashmir,1,Azad Kashmir,7,Poonch,District,District,
171,PAK,Pakistan,1,Azad Kashmir,1,Azad Kashmir,8,Sudhnati,District,District,
171,PAK,Pakistan,2,Baluchistan,2,Kalat,10,Disputed Area 1,District,District,
171,PAK,Pakistan,2,Baluchistan,2,Kalat,11,Disputed Area 2,District,District,
171,PAK,Pakistan,2,Baluchistan,4,Nasirabad,20,Bolan,District,District,
171,PAK,Pakistan,2,Baluchistan,5,Quetta,26,Qilla Abdullah,District,District,
171,PAK,Pakistan,2,Baluchistan,7,Zhob,35,Qilla Saifullah,District,District,
171,PAK,Pakistan,3,F.A.T.A.,8,F.A.T.A.,40,Largha Shirani,District,District,
171,PAK,Pakistan,4,F.C.T.,9,Islamabad,45,Islamabad,District,District,
171,PAK,Pakistan,5,N.W.F.P.,12,F.A.T.A.,50,Adam Khel,District,District,
171,PAK,Pakistan,5,N.W.F.P.,12,F.A.T.A.,51,Bhittani,District,District,
171,PAK,Pakistan,5,N.W.F.P.,15,Malakand,61,Dir,District,District,
171,PAK,Pakistan,6,Northern Areas,18,Northern Areas,71,Chilas,District,District,
171,PAK,Pakistan,6,Northern Areas,18,Northern Areas,72,Gilgit (Tribal Territory),District,District,
171,PAK,Pakistan,6,Northern Areas,18,Northern Areas,73,Gilgit,District,District,
171,PAK,Pakistan,6,Northern Areas,18,Northern Areas,74,Kargil,District,District,
171,PAK,Pakistan,6,Northern Areas,18,Northern Areas,75,Kupwara (Gilgit Wazarat),District,District,
171,PAK,Pakistan,6,Northern Areas,18,Northern Areas,76,Ladakh (Leh),District,District,
171,PAK,Pakistan,7,Punjab,22,Gujranwala,87,Gujarat,District,District,
171,PAK,Pakistan,7,Punjab,22,Gujranwala,89,Gujranwala 2,District,District,
171,PAK,Pakistan,7,Punjab,22,Gujranwala,93,Narowal 2,District,District,
171,PAK,Pakistan,7,Punjab,23,Lahore,98,Okara 1,District,District,
171,PAK,Pakistan,8,Sind,30,Mirpur Khas,133,Mithi,District,District,
171,PAK,Pakistan,8,Sind,31,Rann of Kutch,136,Rann of Kutch,District,District,
171,PAK,Pakistan,8,Sind,32,Sukkur,140,Nawab Shah,District,District,
